"X","id","collection","dc.contributor.author..","dc.date.accessioned","dc.date.accessioned..","dc.date.available","dc.date.available..","dc.date.issued..","dc.description.abstract.en_US.","dc.description.provenance.en.","dc.identifier.citation.en_US.","dc.identifier.uri","dc.identifier.uri..","dc.language.iso.en_US.","dc.publisher.en_US.","dc.title.en_US.","dc.type.en_US.","unigrams","bigrams","trigrams"
104,"e70b3c64-8d63-4f48-9565-857c78e166d3","1/2392","Halatchliyski, Iassen||Kimmerle, Joachim||Cress, Ulrike","2020-01-09T02:14:56Z","2020-01-08T21:06:35Z","2020-01-09T02:14:56Z","2020-01-08T21:06:35Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:56Z (GMT). No. of bitstreams: 1
566-570.pdf: 177365 bytes, checksum: 76fa175f64dab35d81c1cada3aa25553 (MD5)
  Previous issue date: 2011-06","Halatchliyski, I., Kimmerle, J., & Cress, U. (2011). Divergent and Convergent Knowledge Processes on Wikipedia. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 566-570). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2498","https://doi.dx.org/10.22318/cscl2011.566","en","International Society of the Learning Sciences","Divergent and Convergent Knowledge Processes on Wikipedia","Short Papers","","",""
105,"85391b9f-1367-40cc-9f20-2bbd3caf918a","1/2392","Chuy, Maria||Zhang, Jianwei||Resendes, Monica||Scardamalia, Marlene||Bereiter, Carl","2020-01-09T02:14:56Z","2020-01-08T21:05:49Z","2020-01-09T02:14:56Z","2020-01-08T21:05:49Z","2011-06","The goal of this research is to examine the extent to which contributing to a Knowledge Building online dialogue can predict individual advancement of knowledge for Grade 4 students. Based on the procedures of grounded theory (Glaser &amp; Strauss, 1967), we examined notes that grade 4 students entered into an online discourse environment (Knowledge Forum) and developed the following empirically grounded list of contributor roles: asking thought-provoking questions, theorizing, experimenting, working with evidence, creating syntheses and analogies, and supporting discussion. Regression analysis was performed to examine whether any of these roles can predict various measures of individual knowledge advancement. The analysis revealed two significant predictors: theorizing and working with evidence. Theorizing accounts for variation in scientificness of students' ideas as well as knowledge test scores; working with evidence predicts epistemic complexity of students' portfolios. These results inform next steps in creating classroom interventions and technology tools for collaborative knowledge creation.","Made available in DSpace on 2020-01-09T02:14:56Z (GMT). No. of bitstreams: 1
57-63.pdf: 281302 bytes, checksum: 80892d55c92cbe36aacc3a2b40734c25 (MD5)
  Previous issue date: 2011-06","Chuy, M., Zhang, J., Resendes, M., Scardamalia, M., & Bereiter, C. (2011). Does Contributing to a Knowledge Building Dialogue Lead to Individual Advancement of Knowledge?. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume I — Long Papers (pp. 57-63). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2499","https://doi.dx.org/10.22318/cscl2011.57","en","International Society of the Learning Sciences","Does Contributing to a Knowledge Building Dialogue Lead to Individual Advancement of Knowledge?","Long Papers","goal,research,examine,extent,contributing,knowledge,building,online,dialogue,predict,individual,advancement,knowledge,grade,4,student,based,procedure,grounded,theory,glaser,amp,strauss,1967,examined,note,grade,4,student,entered,online,discourse,environment,knowledge,forum,developed,following,empirically,grounded,list,contributor,role,asking,thought-provoking,question,theorizing,experimenting,working,evidence,creating,synthesis,analogy,supporting,discussion,regression,analysis,performed,examine,whether,role,predict,various,measure,individual,knowledge,advancement,analysis,revealed,two,significant,predictor,theorizing,working,evidence,theorizing,account,variation,scientificness,student,idea,well,knowledge,test,score,working,evidence,predicts,epistemic,complexity,student,portfolio,result,inform,next,step,creating,classroom,intervention,technology,tool,collaborative,knowledge,creation","goal research,research examine,examine extent,extent contributing,contributing knowledge,knowledge building,building online,online dialogue,dialogue predict,predict individual,individual advancement,advancement knowledge,knowledge grade,grade 4,4 student,student based,based procedure,procedure grounded,grounded theory,theory glaser,glaser amp,amp strauss,strauss 1967,1967 examined,examined note,note grade,grade 4,4 student,student entered,entered online,online discourse,discourse environment,environment knowledge,knowledge forum,forum developed,developed following,following empirically,empirically grounded,grounded list,list contributor,contributor role,role asking,asking thought-provoking,thought-provoking question,question theorizing,theorizing experimenting,experimenting working,working evidence,evidence creating,creating synthesis,synthesis analogy,analogy supporting,supporting discussion,discussion regression,regression analysis,analysis performed,performed examine,examine whether,whether role,role predict,predict various,various measure,measure individual,individual knowledge,knowledge advancement,advancement analysis,analysis revealed,revealed two,two significant,significant predictor,predictor theorizing,theorizing working,working evidence,evidence theorizing,theorizing account,account variation,variation scientificness,scientificness student,student idea,idea well,well knowledge,knowledge test,test score,score working,working evidence,evidence predicts,predicts epistemic,epistemic complexity,complexity student,student portfolio,portfolio result,result inform,inform next,next step,step creating,creating classroom,classroom intervention,intervention technology,technology tool,tool collaborative,collaborative knowledge,knowledge creation","goal research examine,research examine extent,examine extent contributing,extent contributing knowledge,contributing knowledge building,knowledge building online,building online dialogue,online dialogue predict,dialogue predict individual,predict individual advancement,individual advancement knowledge,advancement knowledge grade,knowledge grade 4,grade 4 student,4 student based,student based procedure,based procedure grounded,procedure grounded theory,grounded theory glaser,theory glaser amp,glaser amp strauss,amp strauss 1967,strauss 1967 examined,1967 examined note,examined note grade,note grade 4,grade 4 student,4 student entered,student entered online,entered online discourse,online discourse environment,discourse environment knowledge,environment knowledge forum,knowledge forum developed,forum developed following,developed following empirically,following empirically grounded,empirically grounded list,grounded list contributor,list contributor role,contributor role asking,role asking thought-provoking,asking thought-provoking question,thought-provoking question theorizing,question theorizing experimenting,theorizing experimenting working,experimenting working evidence,working evidence creating,evidence creating synthesis,creating synthesis analogy,synthesis analogy supporting,analogy supporting discussion,supporting discussion regression,discussion regression analysis,regression analysis performed,analysis performed examine,performed examine whether,examine whether role,whether role predict,role predict various,predict various measure,various measure individual,measure individual knowledge,individual knowledge advancement,knowledge advancement analysis,advancement analysis revealed,analysis revealed two,revealed two significant,two significant predictor,significant predictor theorizing,predictor theorizing working,theorizing working evidence,working evidence theorizing,evidence theorizing account,theorizing account variation,account variation scientificness,variation scientificness student,scientificness student idea,student idea well,idea well knowledge,well knowledge test,knowledge test score,test score working,score working evidence,working evidence predicts,evidence predicts epistemic,predicts epistemic complexity,epistemic complexity student,complexity student portfolio,student portfolio result,portfolio result inform,result inform next,inform next step,next step creating,step creating classroom,creating classroom intervention,classroom intervention technology,intervention technology tool,technology tool collaborative,tool collaborative knowledge,collaborative knowledge creation"
106,"5ccb79b0-6e94-4150-b850-550466144ac5","1/2392","Chen, Bodong||Chuy, Maria||Resendes, Monica||Scardamalia, Marlene||Bereiter, Carl","2020-01-09T02:14:57Z","2020-01-08T21:06:35Z","2020-01-09T02:14:57Z","2020-01-08T21:06:35Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:57Z (GMT). No. of bitstreams: 1
571-575.pdf: 263608 bytes, checksum: d249ba406c8dd5ee7c19e49b72e47752 (MD5)
  Previous issue date: 2011-06","Chen, B., Chuy, M., Resendes, M., Scardamalia, M., & Bereiter, C. (2011). Evaluation by Grade 5 and 6 Students of the Promisingness of Ideas in Knowledge-Building Discourse. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 571-575). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2500","https://doi.dx.org/10.22318/cscl2011.571","en","International Society of the Learning Sciences","Evaluation by Grade 5 and 6 Students of the Promisingness of Ideas in Knowledge-Building Discourse","Short Papers","","",""
107,"d668d1a8-6728-402a-9ee0-69849aef6ffc","1/2392","Yeo, Jennifer||Wu, Jing","2020-01-09T02:14:57Z","2020-01-08T21:06:36Z","2020-01-09T02:14:57Z","2020-01-08T21:06:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:57Z (GMT). No. of bitstreams: 1
576-580.pdf: 162546 bytes, checksum: 76989bb199a241b7e0b94ed22fd6a501 (MD5)
  Previous issue date: 2011-06","Yeo, J. & Wu, J. (2011). Characterizing Knowledge Building Discourse. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 576-580). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2501","https://doi.dx.org/10.22318/cscl2011.576","en","International Society of the Learning Sciences","Characterizing Knowledge Building Discourse","Short Papers","","",""
108,"4742357c-c66c-49e4-b3d5-afc1ef86e3e0","1/2392","Lai, Ming||Law, Nancy","2020-01-09T02:14:57Z","2020-01-08T21:06:36Z","2020-01-09T02:14:57Z","2020-01-08T21:06:36Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:57Z (GMT). No. of bitstreams: 1
581-585.pdf: 184133 bytes, checksum: 598e9b5dee4c65427ab3a8b729815dfe (MD5)
  Previous issue date: 2011-06","Lai, M. & Law, N. (2011). Some Discourse Mechanisms for Knowledge Advancement in a CSCL Context. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 581-585). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2502","https://doi.dx.org/10.22318/cscl2011.581","en","International Society of the Learning Sciences","Some Discourse Mechanisms for Knowledge Advancement in a CSCL Context","Short Papers","","",""
109,"cc729753-7e98-4fdc-b96f-ffdfcb65471a","1/2392","Law, Victor||Ge, Xun||Eseryel, Deniz","2020-01-09T02:14:58Z","2020-01-08T21:06:37Z","2020-01-09T02:14:58Z","2020-01-08T21:06:37Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:58Z (GMT). No. of bitstreams: 1
586-590.pdf: 151925 bytes, checksum: 042218dc418068da5cf4a990a4b06e0e (MD5)
  Previous issue date: 2011-06","Law, V., Ge, X., & Eseryel, D. (2011). Dimensions of Social Interactions Contributing to Knowledge Construction and Building in an Online Learning Community. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 586-590). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2503","https://doi.dx.org/10.22318/cscl2011.586","en","International Society of the Learning Sciences","Dimensions of Social Interactions Contributing to Knowledge Construction and Building in an Online Learning Community","Short Papers","","",""
110,"9708e31b-061d-4836-b769-c4eb6ad1bc17","1/2392","Goggins, Sean P.||Laffey, James||Amelung, Chris","2020-01-09T02:14:58Z","2020-01-08T21:06:37Z","2020-01-09T02:14:58Z","2020-01-08T21:06:37Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:58Z (GMT). No. of bitstreams: 1
591-595.pdf: 188035 bytes, checksum: 83e8791f15aa19b8d7f4b4635a50e835 (MD5)
  Previous issue date: 2011-06","Goggins, S. P., Laffey, J., & Amelung, C. (2011). Context Aware CSCL: Moving Toward Contextualized Analysis. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 591-595). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2504","https://doi.dx.org/10.22318/cscl2011.591","en","International Society of the Learning Sciences","Context Aware CSCL: Moving Toward Contextualized Analysis","Short Papers","","",""
111,"16cb3871-90de-421f-adca-491f2e794161","1/2392","Thompson, Kate||Kennedy-Clark, Shannon||Markauskaite, Lina||Southavilay, Vilaythong","2020-01-09T02:14:59Z","2020-01-08T21:06:37Z","2020-01-09T02:14:59Z","2020-01-08T21:06:37Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:59Z (GMT). No. of bitstreams: 1
596-600.pdf: 289291 bytes, checksum: 2d3a5a033d32e3ec7db83b7b44385837 (MD5)
  Previous issue date: 2011-06","Thompson, K., Kennedy-Clark, S., Markauskaite, L., & Southavilay, V. (2011). Capturing and analysing the processes and patterns of learning in collaborative learning environments. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 596-600). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2505","https://doi.dx.org/10.22318/cscl2011.596","en","International Society of the Learning Sciences","Capturing and analysing the processes and patterns of learning in collaborative learning environments","Short Papers","","",""
112,"3defad82-020d-4073-b6bc-84c8be805a74","1/2392","Notari, Michele P.||Baumgartner, Adrian","2020-01-09T02:14:59Z","2020-01-08T21:06:38Z","2020-01-09T02:14:59Z","2020-01-08T21:06:38Z","2011-06","","Made available in DSpace on 2020-01-09T02:14:59Z (GMT). No. of bitstreams: 1
601-605.pdf: 224245 bytes, checksum: 947574f9b451dbeb2884b7ed215d5b73 (MD5)
  Previous issue date: 2011-06","Notari, M. P. & Baumgartner, A. (2011). Social Skills as Predictors of Satisfaction and Performance in a Project-based Learning CSCL Environment: An Empirical Study. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 601-605). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2506","https://doi.dx.org/10.22318/cscl2011.601","en","International Society of the Learning Sciences","Social Skills as Predictors of Satisfaction and Performance in a Project-based Learning CSCL Environment: An Empirical Study","Short Papers","","",""
113,"b12e3cb8-d97a-4225-967e-a53e1fe5de64","1/2392","Vatrapu, Ravi","2020-01-09T02:15:00Z","2020-01-08T21:06:38Z","2020-01-09T02:15:00Z","2020-01-08T21:06:38Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:00Z (GMT). No. of bitstreams: 1
606-610.pdf: 213047 bytes, checksum: ac4c5de199e4fa5ddd926108509f2943 (MD5)
  Previous issue date: 2011-06","Vatrapu, R. (2011). Seven Challenges in CSCL. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 606-610). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2507","https://doi.dx.org/10.22318/cscl2011.606","en","International Society of the Learning Sciences","Seven Challenges in CSCL","Short Papers","","",""
114,"c6b22675-d377-4b12-9468-0dad7c1a614b","1/2392","Underwood, Joshua||Luckin, Rosemary||Winters, Niall","2020-01-09T02:15:00Z","2020-01-08T21:06:39Z","2020-01-09T02:15:00Z","2020-01-08T21:06:39Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:00Z (GMT). No. of bitstreams: 1
611-615.pdf: 619578 bytes, checksum: 7f705884a4861af341b17d1fb362267a (MD5)
  Previous issue date: 2011-06","Underwood, J., Luckin, R., & Winters, N. (2011). Retelling Stories: Setting Learner Narratives in Resource Ecologies. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 611-615). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2508","https://doi.dx.org/10.22318/cscl2011.611","en","International Society of the Learning Sciences","Retelling Stories: Setting Learner Narratives in Resource Ecologies","Short Papers","","",""
115,"415b0695-b319-4ddb-8945-8cfa7ea44947","1/2392","Kopp, Birgitta||Hasenbein, Melanie||Mandl, Heinz","2020-01-09T02:15:01Z","2020-01-08T21:06:39Z","2020-01-09T02:15:01Z","2020-01-08T21:06:39Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:01Z (GMT). No. of bitstreams: 1
616-620.pdf: 178324 bytes, checksum: ae5a6698d8b164de19429e25b2605eb2 (MD5)
  Previous issue date: 2011-06","Kopp, B., Hasenbein, M., & Mandl, H. (2011). Case-based learning in a virtual professional training — Collaborative problem solving activities and outcomes. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 616-620). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2509","https://doi.dx.org/10.22318/cscl2011.616","en","International Society of the Learning Sciences","Case-based learning in a virtual professional training — Collaborative problem solving activities and outcomes","Short Papers","","",""
116,"7408740a-3fd5-4653-bfaa-7b0912e7233c","1/2392","Subramaniam, Nantha Kumar||Zin, Abdullah Mohd||Idris, Sufian","2020-01-09T02:15:01Z","2020-01-08T21:06:40Z","2020-01-09T02:15:01Z","2020-01-08T21:06:40Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:01Z (GMT). No. of bitstreams: 1
621-625.pdf: 490893 bytes, checksum: 124998c46ee261556420018dd9304549 (MD5)
  Previous issue date: 2011-06","Subramaniam, N. K., Zin, A. M., & Idris, S. (2011). Online Smart ""Discussion Forum"" — An environment for an Effective Task-based Collaborative Discussion among the Adult Learners. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 621-625). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2510","https://doi.dx.org/10.22318/cscl2011.621","en","International Society of the Learning Sciences","Online Smart ""Discussion Forum"" — An environment for an Effective Task-based Collaborative Discussion among the Adult Learners","Short Papers","","",""
117,"7220c67e-a729-4793-96c3-b8baf47d7e29","1/2392","D’Angelo, Cynthia||Arastoopour, Golnaz||Chesler, Naomi||Shaffer, David Williamson","2020-01-09T02:15:01Z","2020-01-08T21:06:40Z","2020-01-09T02:15:01Z","2020-01-08T21:06:40Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:01Z (GMT). No. of bitstreams: 1
626-630.pdf: 207106 bytes, checksum: 605c891f36a4c80d9195939a79387161 (MD5)
  Previous issue date: 2011-06","D’Angelo, C., Arastoopour, G., Chesler, N., & Shaffer, D. W. (2011). Collaborating in a Virtual Engineering Internship. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 626-630). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2511","https://doi.dx.org/10.22318/cscl2011.626","en","International Society of the Learning Sciences","Collaborating in a Virtual Engineering Internship","Short Papers","","",""
118,"b9685889-d851-4967-b13c-b8a7450e41fd","1/2392","Hamalainen, Raija||Oksanen, Kimmo","2020-01-09T02:15:02Z","2020-01-08T21:06:41Z","2020-01-09T02:15:02Z","2020-01-08T21:06:41Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:02Z (GMT). No. of bitstreams: 1
631-635.pdf: 349886 bytes, checksum: f52435e3026a01a5b901f2969d9e0be1 (MD5)
  Previous issue date: 2011-06","Hamalainen, R. & Oksanen, K. (2011). Designing, orchestrating and evaluating inter-professional collaboration in a scripted 3D learning space for vocational education. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 631-635). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2512","https://doi.dx.org/10.22318/cscl2011.631","en","International Society of the Learning Sciences","Designing, orchestrating and evaluating inter-professional collaboration in a scripted 3D learning space for vocational education","Short Papers","","",""
119,"cc30200d-2ef7-42e4-97fa-6dadfa703ae3","1/2392","Ellis, Cali||Sami, Rahul","2020-01-09T02:15:02Z","2020-01-08T21:06:41Z","2020-01-09T02:15:02Z","2020-01-08T21:06:41Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:02Z (GMT). No. of bitstreams: 1
636-640.pdf: 349682 bytes, checksum: 885e7e1578c536d9f8907a3d2e1b0bb5 (MD5)
  Previous issue date: 2011-06","Ellis, C. & Sami, R. (2011). Learning with Prediction Markets: An Experimental Study. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 636-640). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2513","https://doi.dx.org/10.22318/cscl2011.636","en","International Society of the Learning Sciences","Learning with Prediction Markets: An Experimental Study","Short Papers","","",""
120,"0480cf41-d942-4c2a-827c-0fed92c8cbe6","1/2392","Wise, Alyssa||Chiu, Ming Ming","2020-01-09T02:15:02Z","2020-01-08T21:05:49Z","2020-01-09T02:15:02Z","2020-01-08T21:05:49Z","2011-06","Assigning roles to individual students can influence the group's knowledge construction (KC) process during online discussions. Twenty-one students were divided into two groups and assigned rotating roles for eight one-week asynchronous online discussions. The KC contributions of all 252 posts in the discussion were coded using a five phase scheme; then statistical discourse analysis was applied to identify segments of discussion characterized by particular aspects of KC and ""pivotal posts""--those posts which initiated new segments of discussion. Finally, the influences of assigned student roles on pivotal posts and KC were modeled. The results indicate that most online discussions had a single pivotal post separating the discussion into two distinct segments: the first dominated by a lower KC phase; the second dominated by a higher KC phase. The pivotal posts that initiated later segments were often contributed mid-discussion by students playing one of two summarizing roles (Synthesizer and Wrapper).","Made available in DSpace on 2020-01-09T02:15:02Z (GMT). No. of bitstreams: 1
64-71.pdf: 236840 bytes, checksum: c7e9cb9363571fcb04c8ccc0aa732335 (MD5)
  Previous issue date: 2011-06","Wise, A. F. & Chiu, M. M. (2011). Knowledge Construction Patterns in Online Conversation: A Statistical Discourse Analysis of a Role-Based Discussion Forum. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume I — Long Papers (pp. 64-71). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2514","https://doi.dx.org/10.22318/cscl2011.64","en","International Society of the Learning Sciences","Knowledge Construction Patterns in Online Conversation: A Statistical Discourse Analysis of a Role-Based Discussion Forum","Long Papers","assigning,role,individual,student,influence,group,'s,knowledge,construction,kc,process,online,discussion,twenty-one,student,divided,two,group,assigned,rotating,role,eight,one-week,asynchronous,online,discussion,kc,contribution,252,post,discussion,coded,using,five,phase,scheme,statistical,discourse,analysis,applied,identify,segment,discussion,characterized,particular,aspect,kc,``,pivotal,post,'',--,post,initiated,new,segment,discussion,finally,influence,assigned,student,role,pivotal,post,kc,modeled,result,indicate,online,discussion,single,pivotal,post,separating,discussion,two,distinct,segment,first,dominated,lower,kc,phase,second,dominated,higher,kc,phase,pivotal,post,initiated,later,segment,often,contributed,mid-discussion,student,playing,one,two,summarizing,role,synthesizer,wrapper","assigning role,role individual,individual student,student influence,influence group,group 's,'s knowledge,knowledge construction,construction kc,kc process,process online,online discussion,discussion twenty-one,twenty-one student,student divided,divided two,two group,group assigned,assigned rotating,rotating role,role eight,eight one-week,one-week asynchronous,asynchronous online,online discussion,discussion kc,kc contribution,contribution 252,252 post,post discussion,discussion coded,coded using,using five,five phase,phase scheme,scheme statistical,statistical discourse,discourse analysis,analysis applied,applied identify,identify segment,segment discussion,discussion characterized,characterized particular,particular aspect,aspect kc,kc ``,`` pivotal,pivotal post,post '','' --,-- post,post initiated,initiated new,new segment,segment discussion,discussion finally,finally influence,influence assigned,assigned student,student role,role pivotal,pivotal post,post kc,kc modeled,modeled result,result indicate,indicate online,online discussion,discussion single,single pivotal,pivotal post,post separating,separating discussion,discussion two,two distinct,distinct segment,segment first,first dominated,dominated lower,lower kc,kc phase,phase second,second dominated,dominated higher,higher kc,kc phase,phase pivotal,pivotal post,post initiated,initiated later,later segment,segment often,often contributed,contributed mid-discussion,mid-discussion student,student playing,playing one,one two,two summarizing,summarizing role,role synthesizer,synthesizer wrapper","assigning role individual,role individual student,individual student influence,student influence group,influence group 's,group 's knowledge,'s knowledge construction,knowledge construction kc,construction kc process,kc process online,process online discussion,online discussion twenty-one,discussion twenty-one student,twenty-one student divided,student divided two,divided two group,two group assigned,group assigned rotating,assigned rotating role,rotating role eight,role eight one-week,eight one-week asynchronous,one-week asynchronous online,asynchronous online discussion,online discussion kc,discussion kc contribution,kc contribution 252,contribution 252 post,252 post discussion,post discussion coded,discussion coded using,coded using five,using five phase,five phase scheme,phase scheme statistical,scheme statistical discourse,statistical discourse analysis,discourse analysis applied,analysis applied identify,applied identify segment,identify segment discussion,segment discussion characterized,discussion characterized particular,characterized particular aspect,particular aspect kc,aspect kc ``,kc `` pivotal,`` pivotal post,pivotal post '',post '' --,'' -- post,-- post initiated,post initiated new,initiated new segment,new segment discussion,segment discussion finally,discussion finally influence,finally influence assigned,influence assigned student,assigned student role,student role pivotal,role pivotal post,pivotal post kc,post kc modeled,kc modeled result,modeled result indicate,result indicate online,indicate online discussion,online discussion single,discussion single pivotal,single pivotal post,pivotal post separating,post separating discussion,separating discussion two,discussion two distinct,two distinct segment,distinct segment first,segment first dominated,first dominated lower,dominated lower kc,lower kc phase,kc phase second,phase second dominated,second dominated higher,dominated higher kc,higher kc phase,kc phase pivotal,phase pivotal post,pivotal post initiated,post initiated later,initiated later segment,later segment often,segment often contributed,often contributed mid-discussion,contributed mid-discussion student,mid-discussion student playing,student playing one,playing one two,one two summarizing,two summarizing role,summarizing role synthesizer,role synthesizer wrapper"
121,"2211a9e9-8d88-4b9b-844a-430f44fe7f2a","1/2392","Charles, Elizabeth S.||Tissenbaum, Mike||Whittaker, Chris||Lui, Michelle||Dugdale, Michael||Slotta, James","2020-01-09T02:15:03Z","2020-01-08T21:06:42Z","2020-01-09T02:15:03Z","2020-01-08T21:06:42Z","2011-06","","Made available in DSpace on 2020-01-09T02:15:03Z (GMT). No. of bitstreams: 1
641-645.pdf: 308745 bytes, checksum: 740d9923bf09c562db79aee122b37ef9 (MD5)
  Previous issue date: 2011-06","Charles, E. S., Tissenbaum, M., Whittaker, C., Lui, M., Dugdale, M., & Slotta, J. D. (2011). Co-design of Collaborative Collective Knowledge Environment. In Spada, H., Stahl, G., Miyake, N., & Law, N. (Eds.), Connecting Computer-Supported Collaborative Learning to Policy and Practice: CSCL2011 Conference Proceedings. Volume II — Short Papers & Posters (pp. 641-645). Hong Kong, China: International Society of the Learning Sciences.","https://repository.isls.org//handle/1/2515","https://doi.dx.org/10.22318/cscl2011.641","en","International Society of the Learning Sciences","Co-design of Collaborative Collective Knowledge Environment","Short Papers","","",""
